message_id,job_title,date,link
779,Data Analyst,14/01/2026 01:02:24,https://il.linkedin.com/jobs/view/data-analyst-at-vi-4343813469?position=2&pageNum=0&refId=ARheiCiFFAJFWZR9xxpzYg%3D%3D&trackingId=Tlvg6PvXQTXKCGYToCuN6w%3D%3D
780,Data Scientist,14/01/2026 01:02:25,https://il.linkedin.com/jobs/view/data-scientist-at-vi-4343655767?position=3&pageNum=0&refId=ARheiCiFFAJFWZR9xxpzYg%3D%3D&trackingId=JOO45XcfJWmDZ3PMWlBzRA%3D%3D
796,Data Scientist,14/01/2026 01:03:05,https://il.linkedin.com/jobs/view/data-scientist-at-abra-4327598998?position=1&pageNum=0&refId=jnHUieRQjEAn%2B3CzlJqB%2BA%3D%3D&trackingId=f29NlrNz1EnDAtclODOvFw%3D%3D
797,Data Analyst,14/01/2026 01:03:07,https://il.linkedin.com/jobs/view/data-analyst-at-echo-4316455321?position=2&pageNum=0&refId=jnHUieRQjEAn%2B3CzlJqB%2BA%3D%3D&trackingId=wvRZ5zMhpLg5K3b1uqE0TA%3D%3D
798,Data Analyst,14/01/2026 01:03:07,https://il.linkedin.com/jobs/view/data-analyst-at-vi-4343813469?position=3&pageNum=0&refId=jnHUieRQjEAn%2B3CzlJqB%2BA%3D%3D&trackingId=5L%2FZ2xlE1bRheVSIVazybg%3D%3D
801,Data Scientist,14/01/2026 01:05:14,https://il.linkedin.com/jobs/view/data-scientist-at-abra-4327598998?position=1&pageNum=0&refId=UwZHsx4fAcgcISvNARKP%2FQ%3D%3D&trackingId=CmBKmUXxRevnRTg%2BJfhggA%3D%3D
802,Data Analyst,14/01/2026 01:05:15,https://il.linkedin.com/jobs/view/data-analyst-at-echo-4316455321?position=2&pageNum=0&refId=UwZHsx4fAcgcISvNARKP%2FQ%3D%3D&trackingId=j2MYsNwqCaJTbk6z4jH4yg%3D%3D
803,Data Analyst,14/01/2026 01:05:15,https://il.linkedin.com/jobs/view/data-analyst-at-vi-4343813469?position=3&pageNum=0&refId=UwZHsx4fAcgcISvNARKP%2FQ%3D%3D&trackingId=d0NgXVin8HFw%2FmoIAvrdOA%3D%3D
805,Data Analyst,14/01/2026 01:05:17,https://il.linkedin.com/jobs/view/data-analyst-at-echo-4316455321?position=1&pageNum=0&refId=q5lqzo5dRLbWk4QVTeXUdA%3D%3D&trackingId=Z1oBx1HsuJNV2vitU3StHQ%3D%3D
806,Data Analyst,14/01/2026 01:05:18,https://il.linkedin.com/jobs/view/data-analyst-at-vi-4343813469?position=2&pageNum=0&refId=q5lqzo5dRLbWk4QVTeXUdA%3D%3D&trackingId=OStvEjDcZyt8adn%2FVqNjyw%3D%3D
807,Data Scientist,14/01/2026 01:05:18,https://il.linkedin.com/jobs/view/data-scientist-at-vi-4343655767?position=3&pageNum=0&refId=q5lqzo5dRLbWk4QVTeXUdA%3D%3D&trackingId=wePSasu2qQuvGkJtmTIXXg%3D%3D
